Id,name,season,price,product_category,size,quantity,quantities_sold,collection_family,sex,color,discount,size_type,sell_through
WN-00067,Geographic Half-Zip Shorts,SS25,59.99,Shorts,L,421,55,Geographic,Women,Navy,0,alpha,0.116
WPS-00099,Box Logo Quilted Polo,SS25,81.99,Polo,XL,90,45,Box Logo,Women,Caviar,0,alpha,0.333
S-00268,Iconic Quilted T-Shirt,SS25,49.99,T-Shirt,M,62,28,Iconic,Men,Bright Red,0,alpha,0.311
WP-00116,Patch Print Pants,FS24,96.99,Pants,M,70,311,Patch,Women,Yellow Sunshine,50,alpha,0.816
WN-00068,Tribe Stripe Shorts,SS25,93.99,Shorts,M,467,62,Tribe,Women,Petit Four,0,alpha,0.117
WN-00069,Morgex Stretch Shorts,FS24,59.99,Shorts,XL,22,330,Morgex,Women,Caviar,15,alpha,0.938
\00097,Slate Stripe Shoes,SS25,163.99,Shoes,46,143,69,Slate,Men,Free Blue,0,numeric,0.325
S-00270,Patch Heritage T-Shirt,FS24,38.99,T-Shirt,S,59,272,Patch,Men,White Whisper,20,alpha,0.822
WS-00225,Iconic Logo T-Shirt,SS25,48.99,T-Shirt,XL,238,181,Iconic,Women,White Whisper,0,alpha,0.432
WL-00172,Geographic Stripe Sweatshirt,FS24,122.99,Sweatshirt,XL,7,38,Geographic,Women,Navy,10,alpha,0.844
WM-00113,Geographic Graphic Shirt,FS24,135.99,Shirt,M,181,268,Geographic,Women,Yellow Sunshine,25,alpha,0.597
WP-00117,Box Logo Logo Pants,FS24,125.99,Pants,L,87,491,Box Logo,Women,Orange Tangerine,30,alpha,0.849
WM-00114,Patch Shirt,FS24,138.99,Shirt,M,51,444,Patch,Women,Forest Green,15,alpha,0.897
N-00102,Rainforest Shorts,FS24,75.99,Shorts,L,42,430,Rainforest,Men,Orange Tangerine,25,alpha,0.911
WS-00227,Morgex Stripe T-Shirt,SS25,90.99,T-Shirt,M,79,32,Morgex,Women,Grey Melange,0,alpha,0.288
W\00078,Box Logo Heritage Shoes,SS25,197.99,Shoes,42,201,32,Box Logo,Women,Black Beauty,0,numeric,0.137
WP-00118,Geographic Graphic Pants,SS25,128.99,Pants,L,285,28,Geographic,Women,Navy,0,alpha,0.089
WL-00173,Patch Half-Zip Sweatshirt,FS24,143.99,Sweatshirt,XL,79,222,Patch,Women,Snow White,30,alpha,0.738
WN-00070,Patch Stripe Shorts,FS24,57.99,Shorts,L,27,55,Patch,Women,Navy,30,alpha,0.671
S-00271,Circular Print T-Shirt,FS24,92.99,T-Shirt,XL,103,205,Circular,Men,Blue Marine,15,alpha,0.666
S-00272,Tribe Graphic T-Shirt,SS25,76.99,T-Shirt,M,89,40,Tribe,Men,Caviar,0,alpha,0.31
S-00273,Morgex Quilted T-Shirt,SS25,63.99,T-Shirt,XXL,408,26,Morgex,Men,Old Rose,0,alpha,0.06
P-00157,Rainforest Quilted Pants,FS24,131.99,Pants,XL,25,62,Rainforest,Men,Stone Grey,20,alpha,0.713
N-00104,Tribe Half-Zip Shorts,SS25,81.99,Shorts,XXL,317,238,Tribe,Men,Navy,0,alpha,0.429
WM-00115,Box Logo Heritage Shirt,FS24,85.99,Shirt,XL,13,223,Box Logo,Women,Green Lichen,30,alpha,0.945
WM-00116,Morgex Print Shirt,SS25,113.99,Shirt,M,326,238,Morgex,Women,Olive,0,alpha,0.422
W\00079,Box Logo Stretch Shoes,FS24,103.99,Shoes,41,120,460,Box Logo,Women,Burgundy,25,numeric,0.793
N-00105,Box Logo Quilted Shorts,FS24,86.99,Shorts,M,13,172,Box Logo,Men,Blue Marine,25,alpha,0.93
WPS-00102,Box Logo Print Polo,SS25,104.99,Polo,XL,50,22,Box Logo,Women,Beige Sand,0,alpha,0.306
\00099,Cresta Print Shoes,SS25,108.99,Shoes,43,136,73,Cresta,Men,Yellow Sunshine,0,numeric,0.349
M-00133,Rainforest Graphic Shirt,SS25,85.99,Shirt,S,149,37,Rainforest,Men,Black Beauty,0,alpha,0.199
WP-00121,Iconic Logo Pants,FS24,91.99,Pants,M,46,403,Iconic,Women,Petit Four,30,alpha,0.898
PS-00111,Geographic Heritage Polo,FS24,92.99,Polo,XL,68,226,Geographic,Men,Blue Marine,30,alpha,0.769
PS-00112,Circular Stripe Polo,SS25,78.99,Polo,S,60,19,Circular,Men,Bright White,0,alpha,0.241
WS-00228,Geographic Half-Zip T-Shirt,FS24,63.99,T-Shirt,XS,172,285,Geographic,Women,Black Beauty,20,alpha,0.624
W\00080,Trail Print Shoes,SS25,130.99,Shoes,37,273,255,Trail,Women,Bright Red,0,numeric,0.483
WPS-00104,Morgex Logo Polo,SS25,84.99,Polo,XS,335,245,Morgex,Women,Olive,0,alpha,0.422
\00100,Cresta Half-Zip Shoes,FS24,155.99,Shoes,41,172,375,Cresta,Men,Beige Sand,10,numeric,0.686
\00101,Box Logo Print Shoes,SS25,167.99,Shoes,44,304,181,Box Logo,Men,Bright White,0,numeric,0.373
WV-00050,Sun-Lover Stretch Swimwear,SS25,44.99,Swimwear,M,179,15,Sun-Lover,Women,Pale Mint,0,alpha,0.077
PS-00113,Rainforest Half-Zip Polo,FS24,91.99,Polo,XL,15,366,Rainforest,Men,Olive,20,alpha,0.961
S-00277,Iconic Stretch T-Shirt,SS25,69.99,T-Shirt,XXL,93,38,Iconic,Men,Orange Tangerine,0,alpha,0.29
WM-00118,Patch Stretch Shirt,SS25,96.99,Shirt,XXL,411,91,Patch,Women,Petit Four,0,alpha,0.181
P-00161,Patch Quilted Pants,SS25,95.99,Pants,L,293,250,Patch,Men,Forest Green,0,alpha,0.46
WBeanieGeographic-0001,Geographic Beanie,SS25,88.99,Accessories,One Size,167,87,Geographic,Women,Grey Melange,0,alpha,0.343
WP-00123,Rainforest Stretch Pants,SS25,139.99,Pants,S,130,71,Rainforest,Women,Petit Four,0,alpha,0.353
WM-00120,Morgex Stripe Shirt,FS24,104.99,Shirt,M,106,180,Morgex,Women,Petit Four,25,alpha,0.629
PS-00116,Box Logo Graphic Polo,FS24,109.99,Polo,M,85,258,Box Logo,Men,Orange Tangerine,40,alpha,0.752
S-00279,Patch Stripe T-Shirt,FS24,85.99,T-Shirt,L,180,277,Patch,Men,Forest Green,20,alpha,0.606
WM-00121,Circular Stripe Shirt,FS24,101.99,Shirt,XS,16,99,Circular,Women,Black Beauty,15,alpha,0.861
WPS-00105,Rainforest Stripe Polo,FS24,97.99,Polo,L,28,61,Rainforest,Women,Petit Four,10,alpha,0.685
M-00136,Geographic Shirt,SS25,139.99,Shirt,XS,91,85,Geographic,Men,Caviar,0,alpha,0.483
N-00106,Morgex Print Shorts,FS24,56.99,Shorts,XS,10,46,Morgex,Men,Navy,15,alpha,0.821
M-00137,Patch Shirt,SS25,147.99,Shirt,L,217,145,Patch,Men,Bright White,0,alpha,0.401
WM-00122,Circular Shirt,FS24,138.99,Shirt,M,222,276,Circular,Women,Blue Marine,30,alpha,0.554
WPS-00106,Iconic Half-Zip Polo,SS25,65.99,Polo,S,299,109,Iconic,Women,Bright Red,0,alpha,0.267
WPS-00107,Geographic Logo Polo,FS24,72.99,Polo,XXL,149,305,Geographic,Women,Olive,15,alpha,0.672
WM-00125,Morgex Heritage Shirt,SS25,91.99,Shirt,L,271,100,Morgex,Women,Old Rose,0,alpha,0.27
WL-00181,Rainforest Logo Sweatshirt,SS25,160.99,Sweatshirt,XS,309,227,Rainforest,Women,Burgundy,0,alpha,0.424
V-00059,Box Logo Stripe Swimwear,FS24,76.99,Swimwear,XXL,15,60,Box Logo,Men,Green Lichen,25,alpha,0.8
WP-00124,Patch Pants,FS24,115.99,Pants,XXL,58,408,Patch,Women,Black Beauty,25,alpha,0.876
V-00060,Box Logo Stretch Swimwear,FS24,54.99,Swimwear,XXL,67,380,Box Logo,Men,Navy,20,alpha,0.85
N-00107,Iconic Heritage Shorts,SS25,62.99,Shorts,S,363,215,Iconic,Men,Stone Grey,0,alpha,0.372
WM-00127,Morgex Print Shirt,SS25,125.99,Shirt,XXL,290,188,Morgex,Women,Caviar,0,alpha,0.393
S-00289,Box Logo Stripe T-Shirt,SS25,39.99,T-Shirt,L,398,52,Box Logo,Men,Bright Red,0,alpha,0.116
WM-00128,Patch Graphic Shirt,SS25,116.99,Shirt,S,280,26,Patch,Women,Blue Marine,0,alpha,0.085
L-00195,Morgex Print Sweatshirt,SS25,119.99,Sweatshirt,S,225,231,Morgex,Men,Black Beauty,0,alpha,0.507
WPS-00108,Morgex Quilted Polo,SS25,96.99,Polo,S,424,37,Morgex,Women,Khaki,0,alpha,0.08
WP-00126,Circular Half-Zip Pants,SS25,149.99,Pants,XL,277,259,Circular,Women,Burgundy,0,alpha,0.483
\00104,Box Logo Graphic Shoes,FS24,160.99,Shoes,41,55,97,Box Logo,Men,Bright White,20,numeric,0.638
WM-00129,Box Logo Stretch Shirt,FS24,110.99,Shirt,L,57,369,Box Logo,Women,Navy,40,alpha,0.866
\00105,Cresta Graphic Shoes,FS24,167.99,Shoes,45,123,193,Cresta,Men,Bright White,10,numeric,0.611
N-00108,Geographic Shorts,SS25,82.99,Shorts,XL,204,163,Geographic,Men,Beige Sand,0,alpha,0.444
P-00167,Circular Graphic Pants,FS24,150.99,Pants,L,206,362,Circular,Men,Olive,15,alpha,0.637
WV-00054,Box Logo Quilted Swimwear,FS24,57.99,Swimwear,XL,38,90,Box Logo,Women,Black Beauty,20,alpha,0.703
V-00061,Wave Logo Swimwear,SS25,53.99,Swimwear,L,127,49,Wave,Men,Olive,0,alpha,0.278
WV-00055,Box Logo Quilted Swimwear,FS24,78.99,Swimwear,XXL,212,286,Box Logo,Women,Snow White,30,alpha,0.574
PS-00117,Iconic Heritage Polo,SS25,77.99,Polo,L,519,47,Iconic,Men,Petit Four,0,alpha,0.083
L-00198,Circular Heritage Sweatshirt,SS25,100.99,Sweatshirt,XS,147,28,Circular,Men,Olive,0,alpha,0.16
N-00109,Geographic Print Shorts,SS25,66.99,Shorts,S,302,185,Geographic,Men,Caviar,0,alpha,0.38
\00107,Trail Heritage Shoes,FS24,90.99,Shoes,43,173,319,Trail,Men,Beige Sand,20,numeric,0.648
W\00083,Cresta Logo Shoes,FS24,201.99,Shoes,41,190,378,Cresta,Women,Stone Grey,25,numeric,0.665
WV-00056,Wave Graphic Swimwear,SS25,48.99,Swimwear,XS,84,21,Wave,Women,Free Blue,0,alpha,0.2
WL-00186,Rainforest Stripe Sweatshirt,FS24,148.99,Sweatshirt,S,37,308,Rainforest,Women,Bright Red,10,alpha,0.893
M-00139,Patch Quilted Shirt,SS25,102.99,Shirt,XL,407,82,Patch,Men,Yellow Sunshine,0,alpha,0.168
L-00199,Tribe Stretch Sweatshirt,SS25,105.99,Sweatshirt,XL,204,213,Tribe,Men,White Whisper,0,alpha,0.511
SocksIconic-0003,Iconic Socks,FS24,104.99,Accessories,S,32,269,Iconic,Men,Forest Green,30,alpha,0.894
PS-00118,Tribe Quilted Polo,SS25,91.99,Polo,S,184,212,Tribe,Men,Beige Sand,0,alpha,0.535
N-00110,Circular Stripe Shorts,SS25,61.99,Shorts,XL,308,118,Circular,Men,Grey Melange,0,alpha,0.277
S-00293,Circular Stretch T-Shirt,FS24,42.99,T-Shirt,XS,29,414,Circular,Men,Snow White,40,alpha,0.935
WL-00187,Tribe Stretch Sweatshirt,FS24,156.99,Sweatshirt,L,23,33,Tribe,Women,Yellow Sunshine,25,alpha,0.589
WN-00071,Circular Shorts,FS24,89.99,Shorts,S,87,450,Circular,Women,Olive,20,alpha,0.838
S-00295,Patch Graphic T-Shirt,SS25,83.99,T-Shirt,M,154,147,Patch,Men,Green Lichen,0,alpha,0.488
WM-00132,Tribe Logo Shirt,SS25,144.99,Shirt,M,256,23,Tribe,Women,Bright Red,0,alpha,0.082
WS-00241,Patch Quilted T-Shirt,SS25,65.99,T-Shirt,L,358,127,Patch,Women,Navy,0,alpha,0.262
WL-00188,Patch Print Sweatshirt,SS25,106.99,Sweatshirt,XS,248,283,Patch,Women,Stone Grey,0,alpha,0.533
WS-00244,Box Logo Print T-Shirt,SS25,50.99,T-Shirt,S,299,55,Box Logo,Women,Green Lichen,0,alpha,0.155
P-00171,Patch Stripe Pants,SS25,114.99,Pants,M,266,279,Patch,Men,Forest Green,0,alpha,0.512
WL-00191,Rainforest Print Sweatshirt,SS25,129.99,Sweatshirt,XS,257,216,Rainforest,Women,Grey Melange,0,alpha,0.457
WPS-00109,Geographic Logo Polo,FS24,77.99,Polo,L,39,112,Geographic,Women,Caviar,20,alpha,0.742
N-00113,Morgex Graphic Shorts,SS25,85.99,Shorts,L,293,264,Morgex,Men,Black Beauty,0,alpha,0.474
PS-00122,Iconic Graphic Polo,SS25,81.99,Polo,S,185,75,Iconic,Men,Beige Sand,0,alpha,0.288
WP-00128,Rainforest Print Pants,SS25,149.99,Pants,L,294,123,Rainforest,Women,Green Lichen,0,alpha,0.295
W\00085,Slate Heritage Shoes,FS24,208.99,Shoes,36,119,476,Slate,Women,Navy,30,numeric,0.8
WS-00249,Geographic Print T-Shirt,SS25,34.99,T-Shirt,M,231,93,Geographic,Women,Petit Four,0,alpha,0.287
WN-00076,Geographic Graphic Shorts,SS25,76.99,Shorts,XS,101,59,Geographic,Women,Grey Melange,0,alpha,0.369
L-00203,Box Logo Stretch Sweatshirt,SS25,130.99,Sweatshirt,XL,230,58,Box Logo,Men,Navy,0,alpha,0.201
P-00174,Geographic Graphic Pants,SS25,122.99,Pants,XXL,350,170,Geographic,Men,Stone Grey,0,alpha,0.327
WN-00077,Geographic Quilted Shorts,SS25,54.99,Shorts,S,344,218,Geographic,Women,Petit Four,0,alpha,0.388
WL-00193,Geographic Graphic Sweatshirt,SS25,150.99,Sweatshirt,XXL,154,131,Geographic,Women,Blue Marine,0,alpha,0.46
PS-00124,Patch Stretch Polo,SS25,89.99,Polo,XS,136,51,Patch,Men,Yellow Sunshine,0,alpha,0.273
W\00086,Slate Shoes,SS25,184.99,Shoes,37,255,41,Slate,Women,Pale Mint,0,numeric,0.139
WM-00135,Circular Stretch Shirt,SS25,127.99,Shirt,M,412,97,Circular,Women,Olive,0,alpha,0.191
S-00304,Circular Half-Zip T-Shirt,SS25,73.99,T-Shirt,XXL,96,36,Circular,Men,Caviar,0,alpha,0.273
WPS-00112,Box Logo Stripe Polo,FS24,66.99,Polo,S,23,114,Box Logo,Women,Navy,10,alpha,0.832
S-00305,Tribe Heritage T-Shirt,FS24,72.99,T-Shirt,L,25,101,Tribe,Men,Beige Sand,25,alpha,0.802
P-00176,Circular Quilted Pants,FS24,111.99,Pants,M,93,429,Circular,Men,Snow White,20,alpha,0.822
WN-00078,Box Logo Quilted Shorts,SS25,54.99,Shorts,XL,262,106,Box Logo,Women,Bright Red,0,alpha,0.288
P-00177,Rainforest Logo Pants,FS24,143.99,Pants,L,133,250,Rainforest,Men,Black Beauty,25,alpha,0.653
WM-00137,Rainforest Quilted Shirt,FS24,109.99,Shirt,XXL,152,396,Rainforest,Women,Petit Four,10,alpha,0.723
M-00152,Rainforest Logo Shirt,FS24,112.99,Shirt,M,27,513,Rainforest,Men,Grey Melange,20,alpha,0.95
P-00179,Tribe Half-Zip Pants,FS24,105.99,Pants,XS,49,103,Tribe,Men,Khaki,30,alpha,0.678
\00111,Cresta Graphic Shoes,SS25,114.99,Shoes,46,392,153,Cresta,Men,Grey Melange,0,numeric,0.281
WN-00079,Tribe Print Shorts,SS25,57.99,Shorts,XXL,404,72,Tribe,Women,Snow White,0,alpha,0.151
WPS-00114,Morgex Stripe Polo,SS25,77.99,Polo,S,307,195,Morgex,Women,Petit Four,0,alpha,0.388
WV-00059,Sun-Lover Logo Swimwear,FS24,80.99,Swimwear,XS,181,242,Sun-Lover,Women,Bright White,25,alpha,0.572
P-00180,Box Logo Stripe Pants,SS25,126.99,Pants,M,108,44,Box Logo,Men,Green Lichen,0,alpha,0.289
WP-00132,Box Logo Stripe Pants,SS25,133.99,Pants,XS,218,216,Box Logo,Women,Khaki,0,alpha,0.498
M-00155,Patch Quilted Shirt,SS25,149.99,Shirt,M,186,76,Patch,Men,Beige Sand,0,alpha,0.29
WL-00197,Circular Heritage Sweatshirt,SS25,167.99,Sweatshirt,XL,317,117,Circular,Women,Blue Marine,0,alpha,0.27
P-00181,Patch Graphic Pants,SS25,113.99,Pants,M,254,151,Patch,Men,Petit Four,0,alpha,0.373
WL-00198,Rainforest Print Sweatshirt,FS24,169.99,Sweatshirt,L,92,175,Rainforest,Women,Grey Melange,30,alpha,0.655
PS-00125,Rainforest Heritage Polo,SS25,100.99,Polo,XL,85,83,Rainforest,Men,Beige Sand,0,alpha,0.494
WPS-00116,Tribe Heritage Polo,SS25,106.99,Polo,M,227,270,Tribe,Women,Pale Mint,0,alpha,0.543
S-00310,Circular Half-Zip T-Shirt,FS24,79.99,T-Shirt,M,147,337,Circular,Men,Blue Marine,10,alpha,0.696
M-00156,Circular Print Shirt,SS25,132.99,Shirt,XL,239,41,Circular,Men,Navy,0,alpha,0.146
WN-00081,Patch Quilted Shorts,SS25,57.99,Shorts,M,261,167,Patch,Women,Bright White,0,alpha,0.39
M-00157,Tribe Graphic Shirt,SS25,93.99,Shirt,XS,132,157,Tribe,Men,Grey Melange,0,alpha,0.543
P-00182,Patch Pants,FS24,95.99,Pants,L,93,289,Patch,Men,Navy,25,alpha,0.757
WS-00258,Circular Heritage T-Shirt,SS25,50.99,T-Shirt,XXL,250,134,Circular,Women,Free Blue,0,alpha,0.349
\00114,Box Logo Logo Shoes,FS24,195.99,Shoes,45,88,111,Box Logo,Men,Burgundy,30,numeric,0.558
WL-00199,Geographic Sweatshirt,SS25,94.99,Sweatshirt,M,45,30,Geographic,Women,Orange Tangerine,0,alpha,0.4
N-00115,Box Logo Quilted Shorts,FS24,68.99,Shorts,XS,50,376,Box Logo,Men,Petit Four,25,alpha,0.883
WS-00260,Tribe Logo T-Shirt,FS24,92.99,T-Shirt,XXL,85,345,Tribe,Women,Forest Green,40,alpha,0.802
N-00116,Box Logo Half-Zip Shorts,SS25,51.99,Shorts,XS,64,29,Box Logo,Men,Green Lichen,0,alpha,0.312
WL-00200,Rainforest Graphic Sweatshirt,SS25,94.99,Sweatshirt,XXL,272,312,Rainforest,Women,Stone Grey,0,alpha,0.534
WN-00082,Box Logo Quilted Shorts,SS25,57.99,Shorts,S,331,148,Box Logo,Women,Stone Grey,0,alpha,0.309
M-00158,Morgex Logo Shirt,FS24,128.99,Shirt,XS,4,111,Morgex,Men,Yellow Sunshine,30,alpha,0.965
M-00159,Rainforest Graphic Shirt,FS24,99.99,Shirt,XS,31,152,Rainforest,Men,Olive,50,alpha,0.831
P-00183,Circular Stripe Pants,SS25,102.99,Pants,XXL,395,142,Circular,Men,Free Blue,0,alpha,0.264
PS-00127,Patch Stripe Polo,SS25,105.99,Polo,XXL,148,57,Patch,Men,Black Beauty,0,alpha,0.278
M-00161,Patch Heritage Shirt,SS25,84.99,Shirt,XL,223,115,Patch,Men,Grey Melange,0,alpha,0.34
P-00184,Morgex Pants,FS24,135.99,Pants,XXL,7,37,Morgex,Men,Stone Grey,10,alpha,0.841
N-00118,Box Logo Quilted Shorts,FS24,54.99,Shorts,XXL,104,219,Box Logo,Men,Old Rose,40,alpha,0.678
WN-00083,Morgex Graphic Shorts,FS24,53.99,Shorts,M,75,354,Morgex,Women,Khaki,15,alpha,0.825
\00115,Box Logo Graphic Shoes,SS25,184.99,Shoes,45,475,83,Box Logo,Men,Free Blue,0,numeric,0.149
S-00315,Morgex Quilted T-Shirt,FS24,89.99,T-Shirt,XS,128,383,Morgex,Men,Stone Grey,15,alpha,0.75
WL-00202,Morgex Half-Zip Sweatshirt,SS25,146.99,Sweatshirt,XXL,163,100,Morgex,Women,Forest Green,0,alpha,0.38
S-00316,Box Logo Stripe T-Shirt,SS25,51.99,T-Shirt,XL,446,68,Box Logo,Men,Olive,0,alpha,0.132
WV-00060,Sun-Lover Half-Zip Swimwear,SS25,56.99,Swimwear,XL,52,34,Sun-Lover,Women,Khaki,0,alpha,0.395
L-00210,Rainforest Logo Sweatshirt,FS24,94.99,Sweatshirt,M,29,40,Rainforest,Men,Bright White,15,alpha,0.58
WSocksPatch-0001,Patch Socks,SS25,107.99,Accessories,One Size,412,55,Patch,Women,Old Rose,0,alpha,0.118
V-00063,Box Logo Stripe Swimwear,FS24,54.99,Swimwear,L,24,279,Box Logo,Men,Old Rose,20,alpha,0.921
S-00320,Box Logo Stripe T-Shirt,SS25,72.99,T-Shirt,XS,269,17,Box Logo,Men,Snow White,0,alpha,0.059
M-00163,Circular Print Shirt,FS24,102.99,Shirt,XXL,26,193,Circular,Men,Navy,10,alpha,0.881
WPS-00119,Geographic Heritage Polo,FS24,88.99,Polo,L,45,184,Geographic,Women,Orange Tangerine,30,alpha,0.803
S-00322,Tribe Logo T-Shirt,FS24,57.99,T-Shirt,XL,10,116,Tribe,Men,Burgundy,15,alpha,0.921
P-00187,Rainforest Stretch Pants,SS25,102.99,Pants,XXL,42,14,Rainforest,Men,Orange Tangerine,0,alpha,0.25
WP-00138,Rainforest Pants,SS25,132.99,Pants,L,423,79,Rainforest,Women,Olive,0,alpha,0.157
WP-00139,Tribe Logo Pants,SS25,145.99,Pants,M,374,137,Tribe,Women,Caviar,0,alpha,0.268
WL-00203,Tribe Half-Zip Sweatshirt,SS25,95.99,Sweatshirt,M,203,47,Tribe,Women,Burgundy,0,alpha,0.188
P-00188,Patch Logo Pants,SS25,107.99,Pants,XL,322,152,Patch,Men,Navy,0,alpha,0.321
WPS-00120,Morgex Graphic Polo,SS25,98.99,Polo,XS,178,25,Morgex,Women,Caviar,0,alpha,0.123
S-00324,Circular Quilted T-Shirt,SS25,83.99,T-Shirt,XXL,386,74,Circular,Men,Stone Grey,0,alpha,0.161
WV-00061,Box Logo Logo Swimwear,SS25,74.99,Swimwear,XXL,279,150,Box Logo,Women,Pale Mint,0,alpha,0.35
S-00325,Iconic Stripe T-Shirt,FS24,41.99,T-Shirt,L,97,190,Iconic,Men,White Whisper,40,alpha,0.662
M-00164,Patch Shirt,SS25,142.99,Shirt,S,444,137,Patch,Men,Blue Marine,0,alpha,0.236
WPS-00121,Iconic Half-Zip Polo,FS24,79.99,Polo,L,113,289,Iconic,Women,Pale Mint,30,alpha,0.719
WS-00268,Tribe Heritage T-Shirt,FS24,38.99,T-Shirt,XS,57,409,Tribe,Women,Black Beauty,40,alpha,0.878
WGlovesRainforest-0001,Rainforest Gloves,SS25,67.99,Accessories,One Size,262,14,Rainforest,Women,Black Beauty,0,alpha,0.051
WPS-00123,Morgex Half-Zip Polo,FS24,73.99,Polo,XXL,57,79,Morgex,Women,White Whisper,30,alpha,0.581
N-00121,Morgex Heritage Shorts,FS24,88.99,Shorts,XL,31,67,Morgex,Men,Bright Red,40,alpha,0.684
M-00165,Iconic Stripe Shirt,FS24,124.99,Shirt,S,119,170,Iconic,Men,Black Beauty,10,alpha,0.588
L-00216,Box Logo Quilted Sweatshirt,SS25,154.99,Sweatshirt,S,134,73,Box Logo,Men,Navy,0,alpha,0.353
M-00167,Patch Stretch Shirt,FS24,107.99,Shirt,XS,20,88,Patch,Men,Blue Marine,30,alpha,0.815
S-00328,Tribe Logo T-Shirt,FS24,86.99,T-Shirt,XS,94,203,Tribe,Men,Bright Red,20,alpha,0.684
WS-00270,Box Logo Heritage T-Shirt,SS25,91.99,T-Shirt,XS,310,139,Box Logo,Women,Olive,0,alpha,0.31
N-00122,Box Logo Half-Zip Shorts,FS24,72.99,Shorts,M,151,440,Box Logo,Men,Burgundy,25,alpha,0.745
P-00190,Box Logo Heritage Pants,SS25,102.99,Pants,XXL,338,197,Box Logo,Men,Petit Four,0,alpha,0.368
L-00217,Rainforest Quilted Sweatshirt,FS24,155.99,Sweatshirt,XS,42,229,Rainforest,Men,Black Beauty,25,alpha,0.845
WPS-00124,Iconic Print Polo,FS24,82.99,Polo,S,122,195,Iconic,Women,Burgundy,20,alpha,0.615
WL-00206,Geographic Print Sweatshirt,FS24,101.99,Sweatshirt,XXL,64,159,Geographic,Women,Navy,50,alpha,0.713
L-00218,Box Logo Stripe Sweatshirt,SS25,155.99,Sweatshirt,S,315,115,Box Logo,Men,Burgundy,0,alpha,0.267
P-00193,Morgex Logo Pants,FS24,154.99,Pants,S,88,228,Morgex,Men,Black Beauty,20,alpha,0.722
P-00195,Morgex Heritage Pants,SS25,101.99,Pants,M,357,97,Morgex,Men,Old Rose,0,alpha,0.214
WPS-00125,Tribe Stretch Polo,SS25,101.99,Polo,XL,282,38,Tribe,Women,Black Beauty,0,alpha,0.119
L-00219,Morgex Stripe Sweatshirt,FS24,149.99,Sweatshirt,XL,101,399,Morgex,Men,Navy,25,alpha,0.798
WP-00141,Box Logo Stripe Pants,SS25,91.99,Pants,L,83,9,Box Logo,Women,Snow White,0,alpha,0.098
V-00067,Sun-Lover Stretch Swimwear,FS24,52.99,Swimwear,XS,4,93,Sun-Lover,Men,Old Rose,15,alpha,0.959
WP-00142,Patch Print Pants,FS24,127.99,Pants,L,21,92,Patch,Women,Orange Tangerine,30,alpha,0.814
WN-00086,Morgex Print Shorts,SS25,75.99,Shorts,XXL,57,36,Morgex,Women,Bright Red,0,alpha,0.387
L-00220,Iconic Quilted Sweatshirt,SS25,131.99,Sweatshirt,XS,289,266,Iconic,Men,Olive,0,alpha,0.479
\00118,Box Logo Stripe Shoes,FS24,120.99,Shoes,43,111,384,Box Logo,Men,Grey Melange,40,numeric,0.776
N-00124,Tribe Shorts,SS25,90.99,Shorts,XS,188,136,Tribe,Men,White Whisper,0,alpha,0.42
WN-00088,Patch Graphic Shorts,SS25,67.99,Shorts,S,324,67,Patch,Women,Stone Grey,0,alpha,0.171
WN-00089,Morgex Heritage Shorts,FS24,68.99,Shorts,XXL,135,364,Morgex,Women,Caviar,10,alpha,0.729
S-00335,Circular Heritage T-Shirt,FS24,80.99,T-Shirt,M,130,331,Circular,Men,Stone Grey,25,alpha,0.718
M-00171,Patch Logo Shirt,SS25,105.99,Shirt,M,263,14,Patch,Men,Black Beauty,0,alpha,0.051
S-00336,Rainforest Heritage T-Shirt,FS24,51.99,T-Shirt,M,54,233,Rainforest,Men,Snow White,30,alpha,0.812
M-00172,Iconic Logo Shirt,SS25,92.99,Shirt,M,89,41,Iconic,Men,Khaki,0,alpha,0.315
WM-00141,Morgex Graphic Shirt,SS25,95.99,Shirt,S,294,210,Morgex,Women,Yellow Sunshine,0,alpha,0.417
WS-00274,Patch Heritage T-Shirt,SS25,41.99,T-Shirt,XXL,292,83,Patch,Women,Burgundy,0,alpha,0.221
W\00089,Slate Stripe Shoes,FS24,183.99,Shoes,39,38,245,Slate,Women,Pale Mint,20,numeric,0.866
P-00200,Morgex Graphic Pants,SS25,142.99,Pants,XS,60,64,Morgex,Men,Old Rose,0,alpha,0.516
\00120,Cresta Stripe Shoes,SS25,184.99,Shoes,45,260,169,Cresta,Men,Snow White,0,numeric,0.394
N-00127,Rainforest Shorts,SS25,58.99,Shorts,S,41,46,Rainforest,Men,White Whisper,0,alpha,0.529
L-00222,Box Logo Graphic Sweatshirt,FS24,99.99,Sweatshirt,L,26,43,Box Logo,Men,Bright White,10,alpha,0.623
WL-00210,Circular Stripe Sweatshirt,SS25,106.99,Sweatshirt,XS,240,137,Circular,Women,Khaki,0,alpha,0.363
W\00090,Cresta Logo Shoes,SS25,182.99,Shoes,42,407,24,Cresta,Women,Green Lichen,0,numeric,0.056
PS-00131,Morgex Half-Zip Polo,FS24,100.99,Polo,XS,20,35,Morgex,Men,Pale Mint,40,alpha,0.636
WM-00142,Tribe Half-Zip Shirt,FS24,125.99,Shirt,XL,163,363,Tribe,Women,Orange Tangerine,30,alpha,0.69
