name,product_category,collection_family,sex,color,size,price,sell_through,predicted_tier,recommended_discount,discount_reason
Circular Stripe Polo,Polo,Circular,Men,Yellow Sunshine,L,103.99,0.778,fast_mover,0,Restock — no discount needed
Tribe Polo,Polo,Tribe,Men,White Whisper,XS,65.99,0.779,fast_mover,0,Restock — no discount needed
Rainforest Heritage Pants,Pants,Rainforest,Women,Black Beauty,L,100.99,0.779,fast_mover,0,Restock — no discount needed
Patch Scarf,Accessories,Patch,Men,Bright White,One Size,91.99,0.78,fast_mover,0,Restock — no discount needed
Cresta Print Shoes,Shoes,Cresta,Men,Orange Tangerine,42,95.99,0.78,fast_mover,0,Restock — no discount needed
Box Logo Stripe Pants,Pants,Box Logo,Women,Navy,XL,135.99,0.78,fast_mover,0,Restock — no discount needed
Patch Sweatshirt,Sweatshirt,Patch,Men,Pale Mint,L,107.99,0.781,fast_mover,0,Restock — no discount needed
Tribe Cap,Accessories,Tribe,Women,Caviar,One Size,51.99,0.781,fast_mover,0,Restock — no discount needed
Morgex Half-Zip Pants,Pants,Morgex,Men,Stone Grey,M,132.99,0.782,fast_mover,0,Restock — no discount needed
Rainforest Stretch Shorts,Shorts,Rainforest,Men,Stone Grey,M,52.99,0.783,fast_mover,0,Restock — no discount needed
Cresta Quilted Shoes,Shoes,Cresta,Women,Old Rose,40,115.99,0.783,fast_mover,0,Restock — no discount needed
Rainforest Stripe T-Shirt,T-Shirt,Rainforest,Men,Free Blue,XS,45.99,0.784,fast_mover,0,Restock — no discount needed
Patch Quilted Polo,Polo,Patch,Women,Beige Sand,L,97.99,0.784,fast_mover,0,Restock — no discount needed
Tribe Backpack,Accessories,Tribe,Women,Petit Four,One Size,86.99,0.785,fast_mover,0,Restock — no discount needed
Patch Stretch Polo,Polo,Patch,Women,Blue Marine,S,95.99,0.785,fast_mover,0,Restock — no discount needed
Cresta Shoes,Shoes,Cresta,Women,Pale Mint,41,100.99,0.785,fast_mover,0,Restock — no discount needed
Rainforest Print Sweatshirt,Sweatshirt,Rainforest,Women,Orange Tangerine,S,96.99,0.786,fast_mover,0,Restock — no discount needed
Box Logo Heritage Shoes,Shoes,Box Logo,Men,Beige Sand,45,175.99,0.786,fast_mover,0,Restock — no discount needed
Box Logo Stretch Swimwear,Swimwear,Box Logo,Men,Burgundy,XL,46.99,0.787,fast_mover,0,Restock — no discount needed
Box Logo Pants,Pants,Box Logo,Women,White Whisper,S,151.99,0.788,fast_mover,0,Restock — no discount needed
Tribe Heritage T-Shirt,T-Shirt,Tribe,Men,Forest Green,S,85.99,0.788,fast_mover,0,Restock — no discount needed
Geographic Quilted Sweatshirt,Sweatshirt,Geographic,Men,Bright White,L,144.99,0.788,fast_mover,0,Restock — no discount needed
Morgex Stripe Shorts,Shorts,Morgex,Women,Burgundy,M,64.99,0.788,fast_mover,0,Restock — no discount needed
Box Logo Logo T-Shirt,T-Shirt,Box Logo,Men,Khaki,XL,45.99,0.788,fast_mover,0,Restock — no discount needed
Iconic Stretch Sweatshirt,Sweatshirt,Iconic,Women,Burgundy,XS,114.99,0.789,fast_mover,0,Restock — no discount needed
Iconic Half-Zip Shirt,Shirt,Iconic,Men,Green Lichen,M,86.99,0.789,fast_mover,0,Restock — no discount needed
Circular Quilted Shorts,Shorts,Circular,Women,Green Lichen,L,87.99,0.79,fast_mover,0,Restock — no discount needed
Tribe Print Sweatshirt,Sweatshirt,Tribe,Men,Bright White,M,96.99,0.79,fast_mover,0,Restock — no discount needed
Iconic Stripe Sweatshirt,Sweatshirt,Iconic,Men,Green Lichen,L,113.99,0.79,fast_mover,0,Restock — no discount needed
Morgex Stripe Shirt,Shirt,Morgex,Women,Beige Sand,XS,114.99,0.791,fast_mover,0,Restock — no discount needed
Circular Quilted Sweatshirt,Sweatshirt,Circular,Women,Old Rose,XXL,164.99,0.791,fast_mover,0,Restock — no discount needed
Iconic Graphic Pants,Pants,Iconic,Women,Caviar,M,143.99,0.792,fast_mover,0,Restock — no discount needed
Morgex Polo,Polo,Morgex,Men,Caviar,S,82.99,0.792,fast_mover,0,Restock — no discount needed
Circular Stretch Sweatshirt,Sweatshirt,Circular,Women,Blue Marine,XXL,108.99,0.793,fast_mover,0,Restock — no discount needed
Box Logo Stretch Shoes,Shoes,Box Logo,Women,Burgundy,41,103.99,0.793,fast_mover,0,Restock — no discount needed
Wave Quilted Swimwear,Swimwear,Wave,Women,Black Beauty,L,67.99,0.795,fast_mover,0,Restock — no discount needed
Morgex Shirt,Shirt,Morgex,Men,Petit Four,M,105.99,0.795,fast_mover,0,Restock — no discount needed
Rainforest T-Shirt,T-Shirt,Rainforest,Women,Pale Mint,L,51.99,0.796,fast_mover,0,Restock — no discount needed
Iconic Graphic Sweatshirt,Sweatshirt,Iconic,Men,Khaki,XXL,152.99,0.796,fast_mover,0,Restock — no discount needed
Circular Print Polo,Polo,Circular,Men,Yellow Sunshine,XXL,108.99,0.797,fast_mover,0,Restock — no discount needed
Geographic Quilted Pants,Pants,Geographic,Men,Burgundy,XS,153.99,0.797,fast_mover,0,Restock — no discount needed
Geographic Shirt,Shirt,Geographic,Women,Bright White,M,113.99,0.797,fast_mover,0,Restock — no discount needed
Rainforest Stretch Shirt,Shirt,Rainforest,Men,Free Blue,M,92.99,0.797,fast_mover,0,Restock — no discount needed
Geographic Quilted Shirt,Shirt,Geographic,Women,Blue Marine,XXL,125.99,0.797,fast_mover,0,Restock — no discount needed
Box Logo Pants,Pants,Box Logo,Women,Yellow Sunshine,XS,102.99,0.798,fast_mover,0,Restock — no discount needed
Circular Half-Zip Shirt,Shirt,Circular,Men,Olive,XS,104.99,0.798,fast_mover,0,Restock — no discount needed
Morgex Stripe Sweatshirt,Sweatshirt,Morgex,Men,Navy,XL,149.99,0.798,fast_mover,0,Restock — no discount needed
Morgex Sweatshirt,Sweatshirt,Morgex,Women,Stone Grey,S,96.99,0.799,fast_mover,0,Restock — no discount needed
Slate Quilted Shoes,Shoes,Slate,Men,Snow White,44,159.99,0.799,fast_mover,0,Restock — no discount needed
Patch Heritage T-Shirt,T-Shirt,Patch,Men,Bright White,L,77.99,0.8,fast_mover,0,Restock — no discount needed
Tribe Print Sweatshirt,Sweatshirt,Tribe,Women,White Whisper,XS,139.99,0.8,fast_mover,0,Restock — no discount needed
Sun-Lover Swimwear,Swimwear,Sun-Lover,Men,Forest Green,S,46.99,0.8,fast_mover,0,Restock — no discount needed
Box Logo Quilted Shoes,Shoes,Box Logo,Men,White Whisper,40,191.99,0.8,fast_mover,0,Restock — no discount needed
Rainforest Stretch T-Shirt,T-Shirt,Rainforest,Men,Caviar,XXL,84.99,0.8,fast_mover,0,Restock — no discount needed
Box Logo Stripe Swimwear,Swimwear,Box Logo,Men,Green Lichen,XXL,76.99,0.8,fast_mover,0,Restock — no discount needed
Slate Heritage Shoes,Shoes,Slate,Women,Navy,36,208.99,0.8,fast_mover,0,Restock — no discount needed
Geographic Graphic Sweatshirt,Sweatshirt,Geographic,Men,Orange Tangerine,S,148.99,0.8,fast_mover,0,Restock — no discount needed
Circular Graphic Shorts,Shorts,Circular,Women,Yellow Sunshine,XL,76.99,0.802,fast_mover,0,Restock — no discount needed
Tribe Heritage T-Shirt,T-Shirt,Tribe,Men,Beige Sand,L,72.99,0.802,fast_mover,0,Restock — no discount needed
Tribe Logo T-Shirt,T-Shirt,Tribe,Women,Forest Green,XXL,92.99,0.802,fast_mover,0,Restock — no discount needed
Patch Half-Zip Polo,Polo,Patch,Women,Blue Marine,L,99.99,0.803,fast_mover,0,Restock — no discount needed
Iconic Quilted T-Shirt,T-Shirt,Iconic,Women,Old Rose,L,94.99,0.803,fast_mover,0,Restock — no discount needed
Geographic Heritage Polo,Polo,Geographic,Women,Orange Tangerine,L,88.99,0.803,fast_mover,0,Restock — no discount needed
Patch Graphic Pants,Pants,Patch,Men,Yellow Sunshine,XXL,106.99,0.804,fast_mover,0,Restock — no discount needed
Morgex T-Shirt,T-Shirt,Morgex,Women,Old Rose,XL,51.99,0.804,fast_mover,0,Restock — no discount needed
Geographic Shorts,Shorts,Geographic,Men,Navy,S,64.99,0.804,fast_mover,0,Restock — no discount needed
Geographic Print Sweatshirt,Sweatshirt,Geographic,Men,Bright White,S,109.99,0.805,fast_mover,0,Restock — no discount needed
Rainforest Scarf,Accessories,Rainforest,Women,Old Rose,One Size,73.99,0.805,fast_mover,0,Restock — no discount needed
Circular Graphic Shirt,Shirt,Circular,Women,Free Blue,M,139.99,0.805,fast_mover,0,Restock — no discount needed
Rainforest Stretch Polo,Polo,Rainforest,Men,Bright White,XL,102.99,0.807,fast_mover,0,Restock — no discount needed
Box Logo Quilted Pants,Pants,Box Logo,Men,Snow White,XXL,156.99,0.807,fast_mover,0,Restock — no discount needed
Rainforest Print Shorts,Shorts,Rainforest,Women,Black Beauty,M,78.99,0.808,fast_mover,0,Restock — no discount needed
Box Logo T-Shirt,T-Shirt,Box Logo,Women,Blue Marine,L,59.99,0.808,fast_mover,0,Restock — no discount needed
Box Logo Logo Shirt,Shirt,Box Logo,Women,Petit Four,S,133.99,0.808,fast_mover,0,Restock — no discount needed
Tribe Shirt,Shirt,Tribe,Women,Old Rose,XS,123.99,0.809,fast_mover,0,Restock — no discount needed
Patch Stretch T-Shirt,T-Shirt,Patch,Men,White Whisper,XS,58.99,0.81,fast_mover,0,Restock — no discount needed
Box Logo Graphic Shorts,Shorts,Box Logo,Men,Forest Green,XL,84.99,0.81,fast_mover,0,Restock — no discount needed
Trail Graphic Shoes,Shoes,Trail,Men,Olive,41,168.99,0.811,fast_mover,0,Restock — no discount needed
Iconic Stretch T-Shirt,T-Shirt,Iconic,Men,Bright White,XL,66.99,0.812,fast_mover,0,Restock — no discount needed
Rainforest Heritage T-Shirt,T-Shirt,Rainforest,Men,Snow White,M,51.99,0.812,fast_mover,0,Restock — no discount needed
Rainforest Print Pants,Pants,Rainforest,Men,Grey Melange,S,124.99,0.813,fast_mover,0,Restock — no discount needed
Tribe Half-Zip T-Shirt,T-Shirt,Tribe,Men,Snow White,XL,94.99,0.813,fast_mover,0,Restock — no discount needed
Geographic Graphic T-Shirt,T-Shirt,Geographic,Women,Green Lichen,S,81.99,0.813,fast_mover,0,Restock — no discount needed
Geographic T-Shirt,T-Shirt,Geographic,Women,Petit Four,XXL,74.99,0.813,fast_mover,0,Restock — no discount needed
Tribe Stretch Shirt,Shirt,Tribe,Women,Green Lichen,XL,134.99,0.814,fast_mover,0,Restock — no discount needed
Morgex Shorts,Shorts,Morgex,Men,Navy,L,50.99,0.814,fast_mover,0,Restock — no discount needed
Patch Print Pants,Pants,Patch,Women,Orange Tangerine,L,127.99,0.814,fast_mover,0,Restock — no discount needed
Geographic Heritage Sweatshirt,Sweatshirt,Geographic,Men,Beige Sand,M,111.99,0.815,fast_mover,0,Restock — no discount needed
Rainforest Print Sweatshirt,Sweatshirt,Rainforest,Women,Old Rose,M,167.99,0.815,fast_mover,0,Restock — no discount needed
Patch Stretch Shirt,Shirt,Patch,Men,Blue Marine,XS,107.99,0.815,fast_mover,0,Restock — no discount needed
Rainforest Heritage Sweatshirt,Sweatshirt,Rainforest,Men,Bright White,S,104.99,0.816,fast_mover,0,Restock — no discount needed
Circular Half-Zip Sweatshirt,Sweatshirt,Circular,Women,White Whisper,L,130.99,0.816,fast_mover,0,Restock — no discount needed
Patch Print Pants,Pants,Patch,Women,Yellow Sunshine,M,96.99,0.816,fast_mover,0,Restock — no discount needed
Box Logo Pants,Pants,Box Logo,Women,Grey Melange,L,124.99,0.817,fast_mover,0,Restock — no discount needed
Morgex Graphic Sweatshirt,Sweatshirt,Morgex,Women,Caviar,S,111.99,0.817,fast_mover,0,Restock — no discount needed
Box Logo Heritage Swimwear,Swimwear,Box Logo,Women,Pale Mint,XS,83.99,0.817,fast_mover,0,Restock — no discount needed
Box Logo Graphic Swimwear,Swimwear,Box Logo,Men,Snow White,XS,61.99,0.818,fast_mover,0,Restock — no discount needed
Rainforest T-Shirt,T-Shirt,Rainforest,Women,Stone Grey,XL,38.99,0.819,fast_mover,0,Restock — no discount needed
Box Logo Stripe Shorts,Shorts,Box Logo,Men,Bright White,S,58.99,0.819,fast_mover,0,Restock — no discount needed
Patch Pants,Pants,Patch,Women,Bright Red,XL,94.99,0.82,fast_mover,0,Restock — no discount needed
Rainforest Heritage Sweatshirt,Sweatshirt,Rainforest,Men,Blue Marine,XL,113.99,0.82,fast_mover,0,Restock — no discount needed
Rainforest Belt,Accessories,Rainforest,Men,Green Lichen,One Size,92.99,0.821,fast_mover,0,Restock — no discount needed
Morgex Print Shorts,Shorts,Morgex,Men,Navy,XS,56.99,0.821,fast_mover,0,Restock — no discount needed
Geographic Heritage Shirt,Shirt,Geographic,Women,Snow White,XL,127.99,0.822,fast_mover,0,Restock — no discount needed
Box Logo Logo T-Shirt,T-Shirt,Box Logo,Women,Caviar,S,63.99,0.822,fast_mover,0,Restock — no discount needed
Slate Half-Zip Shoes,Shoes,Slate,Women,Orange Tangerine,41,109.99,0.822,fast_mover,0,Restock — no discount needed
Patch Heritage T-Shirt,T-Shirt,Patch,Men,White Whisper,S,38.99,0.822,fast_mover,0,Restock — no discount needed
Circular Quilted Pants,Pants,Circular,Men,Snow White,M,111.99,0.822,fast_mover,0,Restock — no discount needed
Cresta Half-Zip Shoes,Shoes,Cresta,Men,Caviar,44,93.99,0.822,fast_mover,0,Restock — no discount needed
Patch Half-Zip Sweatshirt,Sweatshirt,Patch,Men,Grey Melange,S,104.99,0.823,fast_mover,0,Restock — no discount needed
Circular Graphic T-Shirt,T-Shirt,Circular,Men,Free Blue,XL,52.99,0.824,fast_mover,0,Restock — no discount needed
Tribe Stripe Polo,Polo,Tribe,Men,Orange Tangerine,M,93.99,0.824,fast_mover,0,Restock — no discount needed
Morgex Graphic Shorts,Shorts,Morgex,Women,Khaki,M,53.99,0.825,fast_mover,0,Restock — no discount needed
Rainforest Stripe Pants,Pants,Rainforest,Men,Blue Marine,M,159.99,0.826,fast_mover,0,Restock — no discount needed
Rainforest Stripe Pants,Pants,Rainforest,Women,Pale Mint,S,130.99,0.827,fast_mover,0,Restock — no discount needed
Box Logo Logo Shirt,Shirt,Box Logo,Men,Black Beauty,L,95.99,0.827,fast_mover,0,Restock — no discount needed
Patch Graphic T-Shirt,T-Shirt,Patch,Men,Pale Mint,XXL,62.99,0.828,fast_mover,0,Restock — no discount needed
Circular Polo,Polo,Circular,Women,Forest Green,S,66.99,0.828,fast_mover,0,Restock — no discount needed
Circular Logo T-Shirt,T-Shirt,Circular,Men,Burgundy,XL,67.99,0.828,fast_mover,0,Restock — no discount needed
Wave Stretch Swimwear,Swimwear,Wave,Men,Bright Red,XXL,69.99,0.829,fast_mover,0,Restock — no discount needed
Patch Quilted Sweatshirt,Sweatshirt,Patch,Women,Beige Sand,XL,155.99,0.829,fast_mover,0,Restock — no discount needed
Box Logo Heritage Shoes,Shoes,Box Logo,Women,Forest Green,37,201.99,0.829,fast_mover,0,Restock — no discount needed
Box Logo Half-Zip T-Shirt,T-Shirt,Box Logo,Women,Caviar,XL,37.99,0.831,fast_mover,0,Restock — no discount needed
Tribe T-Shirt,T-Shirt,Tribe,Men,Bright White,XXL,39.99,0.831,fast_mover,0,Restock — no discount needed
Patch Heritage T-Shirt,T-Shirt,Patch,Men,Caviar,M,76.99,0.831,fast_mover,0,Restock — no discount needed
Morgex Socks,Accessories,Morgex,Men,Snow White,One Size,83.99,0.831,fast_mover,0,Restock — no discount needed
Geographic Stretch Polo,Polo,Geographic,Women,Yellow Sunshine,M,96.99,0.831,fast_mover,0,Restock — no discount needed
Rainforest Graphic Shirt,Shirt,Rainforest,Men,Olive,XS,99.99,0.831,fast_mover,0,Restock — no discount needed
Box Logo Stripe Polo,Polo,Box Logo,Women,Navy,S,66.99,0.832,fast_mover,0,Restock — no discount needed
Geographic Heritage T-Shirt,T-Shirt,Geographic,Men,Stone Grey,M,69.99,0.833,fast_mover,0,Restock — no discount needed
Morgex Stretch Sweatshirt,Sweatshirt,Morgex,Men,Orange Tangerine,XL,148.99,0.835,fast_mover,0,Restock — no discount needed
Cresta Heritage Shoes,Shoes,Cresta,Women,Blue Marine,36,119.99,0.835,fast_mover,0,Restock — no discount needed
Slate Print Shoes,Shoes,Slate,Men,Free Blue,40,194.99,0.835,fast_mover,0,Restock — no discount needed
Trail Stretch Shoes,Shoes,Trail,Men,Orange Tangerine,40,110.99,0.836,fast_mover,0,Restock — no discount needed
Tribe Heritage Shorts,Shorts,Tribe,Men,Free Blue,XS,84.99,0.837,fast_mover,0,Restock — no discount needed
Circular Quilted Sweatshirt,Sweatshirt,Circular,Women,Black Beauty,S,166.99,0.837,fast_mover,0,Restock — no discount needed
Rainforest Heritage T-Shirt,T-Shirt,Rainforest,Men,Bright Red,XL,58.99,0.837,fast_mover,0,Restock — no discount needed
Iconic Shirt,Shirt,Iconic,Women,Caviar,M,113.99,0.837,fast_mover,0,Restock — no discount needed
Slate Graphic Shoes,Shoes,Slate,Women,Olive,37,107.99,0.838,fast_mover,0,Restock — no discount needed
Geographic Quilted Sweatshirt,Sweatshirt,Geographic,Men,Caviar,M,153.99,0.838,fast_mover,0,Restock — no discount needed
Circular Shorts,Shorts,Circular,Women,Olive,S,89.99,0.838,fast_mover,0,Restock — no discount needed
Patch Gloves,Accessories,Patch,Men,Black Beauty,One Size,68.99,0.839,fast_mover,0,Restock — no discount needed
Iconic T-Shirt,T-Shirt,Iconic,Women,Navy,M,83.99,0.84,fast_mover,0,Restock — no discount needed
Tribe Print Pants,Pants,Tribe,Women,Stone Grey,S,129.99,0.84,fast_mover,0,Restock — no discount needed
Tribe Half-Zip Shorts,Shorts,Tribe,Men,Khaki,S,62.99,0.84,fast_mover,0,Restock — no discount needed
Circular Half-Zip Pants,Pants,Circular,Women,Burgundy,M,95.99,0.841,fast_mover,0,Restock — no discount needed
Morgex Pants,Pants,Morgex,Men,Stone Grey,XXL,135.99,0.841,fast_mover,0,Restock — no discount needed
Circular Print Sweatshirt,Sweatshirt,Circular,Men,Old Rose,L,113.99,0.841,fast_mover,0,Restock — no discount needed
Patch Stretch Sweatshirt,Sweatshirt,Patch,Women,Snow White,XS,114.99,0.842,fast_mover,0,Restock — no discount needed
Geographic Stripe Shirt,Shirt,Geographic,Women,White Whisper,XXL,113.99,0.842,fast_mover,0,Restock — no discount needed
Geographic Heritage Shorts,Shorts,Geographic,Men,Bright White,XXL,50.99,0.842,fast_mover,0,Restock — no discount needed
Tribe Half-Zip Shirt,Shirt,Tribe,Men,Free Blue,L,110.99,0.842,fast_mover,0,Restock — no discount needed
Box Logo Quilted Shoes,Shoes,Box Logo,Women,Burgundy,38,115.99,0.843,fast_mover,0,Restock — no discount needed
Geographic Half-Zip T-Shirt,T-Shirt,Geographic,Women,Caviar,XL,73.99,0.843,fast_mover,0,Restock — no discount needed
Iconic Shirt,Shirt,Iconic,Women,Black Beauty,S,144.99,0.843,fast_mover,0,Restock — no discount needed
Wave Half-Zip Swimwear,Swimwear,Wave,Men,Green Lichen,XS,59.99,0.843,fast_mover,0,Restock — no discount needed
Slate Print Shoes,Shoes,Slate,Men,Snow White,44,127.99,0.843,fast_mover,0,Restock — no discount needed
Patch Print Polo,Polo,Patch,Men,Black Beauty,XS,94.99,0.844,fast_mover,0,Restock — no discount needed
Patch Half-Zip Shirt,Shirt,Patch,Women,Burgundy,XL,127.99,0.844,fast_mover,0,Restock — no discount needed
Geographic Stripe Sweatshirt,Sweatshirt,Geographic,Women,Navy,XL,122.99,0.844,fast_mover,0,Restock — no discount needed
Patch Stretch Polo,Polo,Patch,Men,Orange Tangerine,XXL,99.99,0.845,fast_mover,0,Restock — no discount needed
Circular Stripe T-Shirt,T-Shirt,Circular,Men,Caviar,XXL,77.99,0.845,fast_mover,0,Restock — no discount needed
Rainforest Half-Zip Shirt,Shirt,Rainforest,Women,Bright Red,XXL,89.99,0.845,fast_mover,0,Restock — no discount needed
Rainforest Quilted Sweatshirt,Sweatshirt,Rainforest,Men,Black Beauty,XS,155.99,0.845,fast_mover,0,Restock — no discount needed
Iconic Stretch Polo,Polo,Iconic,Women,Yellow Sunshine,XS,75.99,0.847,fast_mover,0,Restock — no discount needed
Iconic Half-Zip T-Shirt,T-Shirt,Iconic,Men,Yellow Sunshine,XXL,81.99,0.848,fast_mover,0,Restock — no discount needed
Box Logo Quilted Shirt,Shirt,Box Logo,Women,Grey Melange,XS,108.99,0.848,fast_mover,0,Restock — no discount needed
Tribe Stretch Shirt,Shirt,Tribe,Women,Forest Green,S,84.99,0.848,fast_mover,0,Restock — no discount needed
Geographic Shorts,Shorts,Geographic,Women,Navy,L,56.99,0.849,fast_mover,0,Restock — no discount needed
Box Logo Logo Pants,Pants,Box Logo,Women,Orange Tangerine,L,125.99,0.849,fast_mover,0,Restock — no discount needed
Tribe Stripe Shirt,Shirt,Tribe,Women,Caviar,L,141.99,0.85,fast_mover,0,Restock — no discount needed
Circular Stripe Pants,Pants,Circular,Men,White Whisper,L,149.99,0.85,fast_mover,0,Restock — no discount needed
Box Logo Stretch Swimwear,Swimwear,Box Logo,Men,Navy,XXL,54.99,0.85,fast_mover,0,Restock — no discount needed
Rainforest Stretch Sweatshirt,Sweatshirt,Rainforest,Men,Old Rose,S,152.99,0.851,fast_mover,0,Restock — no discount needed
Morgex Half-Zip T-Shirt,T-Shirt,Morgex,Women,Grey Melange,XL,76.99,0.851,fast_mover,0,Restock — no discount needed
Tribe Stripe T-Shirt,T-Shirt,Tribe,Men,Olive,XS,71.99,0.851,fast_mover,0,Restock — no discount needed
Geographic Logo Polo,Polo,Geographic,Men,Petit Four,S,97.99,0.852,fast_mover,0,Restock — no discount needed
Box Logo Half-Zip Sweatshirt,Sweatshirt,Box Logo,Men,Olive,XXL,168.99,0.853,fast_mover,0,Restock — no discount needed
Tribe Gloves,Accessories,Tribe,Men,Beige Sand,One Size,28.99,0.853,fast_mover,0,Restock — no discount needed
Circular Stripe T-Shirt,T-Shirt,Circular,Women,Burgundy,XS,90.99,0.853,fast_mover,0,Restock — no discount needed
Geographic Stretch Shorts,Shorts,Geographic,Men,Stone Grey,S,54.99,0.853,fast_mover,0,Restock — no discount needed
Rainforest Logo Pants,Pants,Rainforest,Women,Snow White,S,107.99,0.853,fast_mover,0,Restock — no discount needed
Morgex Shirt,Shirt,Morgex,Women,Olive,XL,108.99,0.854,fast_mover,0,Restock — no discount needed
Tribe Heritage Polo,Polo,Tribe,Women,White Whisper,XL,101.99,0.854,fast_mover,0,Restock — no discount needed
Tribe Stripe Pants,Pants,Tribe,Women,Forest Green,M,106.99,0.855,fast_mover,0,Restock — no discount needed
Patch Pants,Pants,Patch,Women,Black Beauty,M,116.99,0.856,fast_mover,0,Restock — no discount needed
Tribe Sweatshirt,Sweatshirt,Tribe,Men,Navy,XXL,103.99,0.857,fast_mover,0,Restock — no discount needed
Box Logo Heritage Swimwear,Swimwear,Box Logo,Women,Olive,XL,80.99,0.857,fast_mover,0,Restock — no discount needed
Circular Quilted Shirt,Shirt,Circular,Men,Snow White,S,106.99,0.857,fast_mover,0,Restock — no discount needed
Patch Heritage Polo,Polo,Patch,Men,Khaki,XXL,95.99,0.858,fast_mover,0,Restock — no discount needed
Tribe Stripe Polo,Polo,Tribe,Men,Forest Green,XS,100.99,0.859,fast_mover,0,Restock — no discount needed
Circular Stripe T-Shirt,T-Shirt,Circular,Women,Khaki,XL,76.99,0.859,fast_mover,0,Restock — no discount needed
Patch Logo Sweatshirt,Sweatshirt,Patch,Men,Forest Green,M,108.99,0.859,fast_mover,0,Restock — no discount needed
Geographic Quilted Pants,Pants,Geographic,Men,Navy,L,95.99,0.859,fast_mover,0,Restock — no discount needed
Tribe Quilted Shirt,Shirt,Tribe,Men,Old Rose,XS,146.99,0.86,fast_mover,0,Restock — no discount needed
Patch Belt,Accessories,Patch,Men,Beige Sand,One Size,24.99,0.861,fast_mover,0,Restock — no discount needed
Box Logo Shorts,Shorts,Box Logo,Men,Blue Marine,S,77.99,0.861,fast_mover,0,Restock — no discount needed
Circular Stripe Shirt,Shirt,Circular,Women,Black Beauty,XS,101.99,0.861,fast_mover,0,Restock — no discount needed
Circular Sweatshirt,Sweatshirt,Circular,Men,Pale Mint,XXL,111.99,0.862,fast_mover,0,Restock — no discount needed
Tribe Logo Shirt,Shirt,Tribe,Men,Beige Sand,XXL,120.99,0.862,fast_mover,0,Restock — no discount needed
Rainforest Stripe Shirt,Shirt,Rainforest,Men,Burgundy,XS,122.99,0.862,fast_mover,0,Restock — no discount needed
Iconic Stripe Sweatshirt,Sweatshirt,Iconic,Men,Bright White,M,151.99,0.862,fast_mover,0,Restock — no discount needed
Circular Logo Pants,Pants,Circular,Men,Old Rose,XS,122.99,0.863,fast_mover,0,Restock — no discount needed
Morgex Quilted Sweatshirt,Sweatshirt,Morgex,Men,Bright Red,L,111.99,0.863,fast_mover,0,Restock — no discount needed
Box Logo Stripe Shoes,Shoes,Box Logo,Men,Khaki,46,204.99,0.863,fast_mover,0,Restock — no discount needed
Morgex Stripe Pants,Pants,Morgex,Men,Burgundy,XS,100.99,0.864,fast_mover,0,Restock — no discount needed
Box Logo Sweatshirt,Sweatshirt,Box Logo,Women,Old Rose,L,147.99,0.864,fast_mover,0,Restock — no discount needed
Geographic Graphic T-Shirt,T-Shirt,Geographic,Women,Black Beauty,L,60.99,0.864,fast_mover,0,Restock — no discount needed
Iconic Stretch Sweatshirt,Sweatshirt,Iconic,Men,Beige Sand,XL,109.99,0.864,fast_mover,0,Restock — no discount needed
Circular Heritage Shorts,Shorts,Circular,Men,Bright Red,S,81.99,0.865,fast_mover,0,Restock — no discount needed
Rainforest Logo Shorts,Shorts,Rainforest,Men,Bright Red,XXL,62.99,0.865,fast_mover,0,Restock — no discount needed
Trail Shoes,Shoes,Trail,Women,Navy,39,132.99,0.865,fast_mover,0,Restock — no discount needed
Patch Stripe Pants,Pants,Patch,Women,Burgundy,S,136.99,0.865,fast_mover,0,Restock — no discount needed
Circular Half-Zip Shirt,Shirt,Circular,Men,Stone Grey,XL,129.99,0.866,fast_mover,0,Restock — no discount needed
Box Logo Stretch Shirt,Shirt,Box Logo,Women,Navy,L,110.99,0.866,fast_mover,0,Restock — no discount needed
Slate Stripe Shoes,Shoes,Slate,Women,Pale Mint,39,183.99,0.866,fast_mover,0,Restock — no discount needed
Circular Stretch T-Shirt,T-Shirt,Circular,Men,Beige Sand,S,79.99,0.867,fast_mover,0,Restock — no discount needed
Geographic Graphic T-Shirt,T-Shirt,Geographic,Men,Navy,XS,78.99,0.867,fast_mover,0,Restock — no discount needed
Tribe Stripe T-Shirt,T-Shirt,Tribe,Men,Pale Mint,S,68.99,0.867,fast_mover,0,Restock — no discount needed
Cresta Print Shoes,Shoes,Cresta,Men,Khaki,40,164.99,0.867,fast_mover,0,Restock — no discount needed
Tribe Quilted T-Shirt,T-Shirt,Tribe,Men,Olive,XXL,79.99,0.868,fast_mover,0,Restock — no discount needed
Geographic Logo Pants,Pants,Geographic,Women,Stone Grey,S,91.99,0.868,fast_mover,0,Restock — no discount needed
Patch Stripe T-Shirt,T-Shirt,Patch,Men,Yellow Sunshine,XXL,87.99,0.869,fast_mover,0,Restock — no discount needed
Morgex Heritage Polo,Polo,Morgex,Men,Blue Marine,XS,93.99,0.869,fast_mover,0,Restock — no discount needed
Wave Heritage Swimwear,Swimwear,Wave,Men,Petit Four,L,76.99,0.869,fast_mover,0,Restock — no discount needed
Tribe T-Shirt,T-Shirt,Tribe,Women,Black Beauty,XL,77.99,0.87,fast_mover,0,Restock — no discount needed
Morgex Print Pants,Pants,Morgex,Women,Khaki,XXL,118.99,0.872,fast_mover,0,Restock — no discount needed
